,times,angles,velocities,gains
0,362539660.0,125.99578846454006,-0.9806907683863235,1.0
1,362639660.0,125.88592518329006,-0.6718431430401549,1.0
2,362739660.0,125.87274158954006,0.2706505463136289,1.0
3,362839660.0,125.90789783954006,-0.28717939127232117,1.0
4,362939660.0,125.78485096454006,-1.28708334003567,1.0
5,363039660.0,125.69696033954006,-0.9568240912807019,1.0
6,363139660.0,125.62664783954006,-0.005797895322361607,1.0
7,363239660.0,125.67498768329006,0.8619476190675972,1.0
8,363339660.0,125.8059447145406,1.3630591611042335,1.0
9,363439660.0,125.89910877704006,0.6518069892776912,1.0
10,363539660.0,125.91229237079006,-0.46624956074796364,1.0
11,363639660.0,125.8740599489156,0.005322166232572689,1.0
12,363739660.0,125.93865955829006,1.6277541503485253,1.0
13,363839660.0,126.23748768329006,4.314824394066145,1.0
14,363939660.0,126.93182362079006,10.274900107176784,1.0
15,364039660.0,128.26619862079042,16.94475357032177,1.0
16,364139660.0,130.24652088641506,20.87464421364706,1.0
17,364239660.0,132.50262440204006,25.05597965587073,1.0
18,364339660.0,135.16126698016524,28.561179337351394,1.0
19,364439660.0,138.08319080829006,27.359479234536586,1.0
20,364539660.0,140.6465208864156,26.540745197616438,1.0
21,364639660.0,143.47752674578987,28.692658243124292,1.0
22,364739660.0,146.36951893329024,29.0199004969348,1.0
23,364839660.0,149.2346556520406,30.319961679589063,1.0
24,364939660.0,152.61473377703987,34.76123056036069,1.0
25,365039660.0,156.0100462770406,34.423868131811076,1.0
26,365139660.0,159.3352415895406,30.99046456046088,1.0
27,365239660.0,162.52987049579042,34.46433751636289,1.0
28,365339660.0,166.11385487079042,35.54042775362955,1.0
29,365439660.0,169.1885130739156,25.132547690472137,1.0
30,365539660.0,171.52186268329024,23.68378200419835,1.0
31,365639660.0,174.3567259645406,35.322024658851944,1.0
32,365739660.0,178.07176502703987,32.11434985707613,1.0
33,365839660.0,180.51204823016542,19.4207976535561,1.0
34,365939660.0,182.42567127704024,23.47235222007568,1.0
35,366039660.0,185.42171619891542,31.15524028059368,1.0
36,366139660.0,188.20965565204006,26.332739183772155,1.0
37,366239660.0,190.6450560426656,22.978543059448345,1.0
38,366339660.0,193.20057362079024,27.640290530601817,1.0
39,366439660.0,196.12093494891542,31.410774004542894,1.0
40,366539660.0,199.2151244020406,29.708147961561508,1.0
41,366639660.0,202.08626698016542,25.780887240366724,1.0
42,366739660.0,204.46917713641506,26.539919480247164,1.0
43,366839660.0,207.5278685426656,30.631323421889913,1.0
44,366939660.0,210.4592650270406,29.885825727892872,1.0
45,367039660.0,213.3747923707906,27.864004213487014,1.0
46,367139660.0,216.37694080828987,31.949848193089416,1.0
47,367239660.0,219.55736073016487,33.53749383357625,1.0
48,367339660.0,222.82874744891524,25.847342836939248,1.0
49,367439660.0,224.82259510516542,20.65789157400713,1.0
50,367539660.0,227.14110096453987,23.13880757062022,1.0
51,367639660.0,229.5635130739156,25.382634683239054,1.0
52,367739660.0,232.02904041766487,25.514392533678226,1.0
53,367839660.0,234.60311268329042,21.366405080674912,1.0
54,367939660.0,236.04793690204042,10.19495025739568,1.0
55,368039660.0,236.66551502703987,0.8577877348900838,1.0
56,368139660.0,236.57264393329024,0.26735185516744514,1.0
57,368239660.0,236.76287830829006,2.4021284101872675,1.0
58,368339660.0,236.98128651141542,2.033906664017233,1.0
59,368439660.0,237.15526112078987,0.9859157267613117,1.0
60,368539660.0,237.20452869891506,0.7090353116789332,1.0
61,368639660.0,237.28660877703987,0.8543069318828568,1.0
62,368739660.0,237.4026244020406,1.0604549202864315,1.0
63,368839660.0,237.45447987079024,0.24042430764191192,1.0
64,368939660.0,237.45360096453987,-0.397734498023265,1.0
65,369039660.0,237.47889393329024,1.4984354601090195,1.0
66,369139660.0,237.69051502704042,1.9582361602226643,1.0
67,369239660.0,237.74139393329006,-0.8658868528065021,1.0
68,369339660.0,237.76160877704024,3.0802912765090014,1.0
69,369439660.0,238.61326893328987,14.415785022152443,1.0
70,369539660.0,240.31683338641506,16.269605941410987,1.0
71,369639660.0,241.51903065203987,7.489246978728533,1.0
72,369739660.0,242.0122435426656,4.614495372652205,1.0
73,369839660.0,242.6328490114156,8.183320196205482,1.0
74,369939660.0,243.66795643328987,11.136991404829057,1.0
75,370039660.0,244.9709837770406,18.3280774578674,1.0
76,370139660.0,247.45228260516524,28.827706130211812,1.0
77,370239660.0,250.62288807391542,34.09010487008164,1.0
78,370339660.0,254.00770252704024,34.74265525070919,1.0
79,370439660.0,257.6323607301656,34.618883999755475,1.0
80,370539660.0,260.91273182391524,34.884820775729885,1.0
81,370639660.0,264.6350951051654,36.03929079995761,1.0
82,370739660.0,268.01453846454024,33.411254700486936,1.0
83,370839660.0,271.1369994020406,26.72499334138164,1.0
84,370939660.0,273.6443724489154,26.634767696593237,1.0
85,371039660.0,276.56829823016506,31.15440200517071,1.0
86,371139660.0,279.5683470582899,24.364077960933525,1.0
87,371239660.0,281.0676146364149,8.796651419521103,1.0
88,371339660.0,281.56024158954006,0.6690384939719644,1.0
89,371439660.0,281.58631580829024,2.3664085598734097,1.0
90,371539660.0,282.11439198016524,6.537453145853152,1.0
91,371639660.0,282.7761595582906,7.767114365695842,1.0
92,371739660.0,283.5411009645404,5.774240437602724,1.0
93,371839660.0,284.0220579957904,4.9159254177837495,1.0
94,371939660.0,284.4961302614156,4.396300572503003,1.0
95,372039660.0,284.8696654176656,1.735217901133224,1.0
96,372139660.0,284.8708372926649,1.1073927917241426,1.0
97,372239660.0,285.1537962770399,2.4142473095906567,1.0
98,372339660.0,285.3142943239154,1.2105388539288826,1.0
99,372439660.0,285.3330443239156,-0.2592453558073356,1.0
100,372539660.0,285.35589588641506,0.1648887675994894,1.0
101,372639660.0,285.3655638551654,0.29200810586680626,1.0
102,372739660.0,285.3686400270399,-0.03697450261011542,1.0
103,372839660.0,285.39764393329006,0.23949065561474664,1.0
104,372939660.0,285.43665760516524,1.030521565483859,1.0
105,373039660.0,285.5786497926656,1.4653322440925132,1.0
106,373139660.0,285.6973021364156,0.7283705755863631,1.0
107,373239660.0,285.7214720582906,-0.014833279916281306,1.0
108,373339660.0,285.73114002704006,0.2038514640055999,1.0
109,373439660.0,285.7570677614149,0.26143020651516113,1.0
110,373539660.0,285.7698119020406,-0.020503594511819396,1.0
111,373639660.0,285.7605833864154,-0.023147968872826295,1.0
112,373739660.0,285.76629627704006,-0.08959789903603299,1.0
113,373839660.0,285.73992908954006,-0.21029528037997255,1.0
114,373939660.0,285.72235096454006,-0.17627105566853066,1.0
115,374039660.0,285.72235096454006,0.007483127110163426,1.0
116,374139660.0,285.72235096454006,0.18384932177848112,1.0
117,374239660.0,285.72235096454006,-0.18172109626915744,1.0
118,374339660.0,285.72235096454006,-0.1046054241496434,1.0
119,374439660.0,285.72235096454006,0.4664965979231049,1.0
120,374539660.0,285.72235096454006,-0.465253474186226,1.0
121,374639660.0,285.72235096454006,-0.18402974630741056,1.0
122,374739660.0,285.72235096454006,1.2894610026467217,1.0
123,374839660.0,285.71795643329006,-2.977906326768937,1.0
124,374939660.0,285.29168690204006,-4.813535882682194,1.0
125,375039660.0,285.20379627704006,7.948007060784553,1.0
126,375139660.0,286.8907103395404,21.37130799332902,1.0
127,375239660.0,289.1523802614156,23.55198819527516,1.0
128,375339660.0,291.5015501832904,25.34949319342568,1.0
129,375439660.0,294.3674193239149,27.9731739756816,1.0
130,375539660.0,296.82337635516524,24.763520623004304,1.0
131,375639660.0,299.41590565204024,24.16995604828691,1.0
132,375739660.0,301.89593494891506,28.774657385781154,1.0
133,375839660.0,304.8439818239149,27.10886258535728,1.0
134,375939660.0,307.3501341676656,22.785817083822565,1.0
135,376039660.0,309.5100951051654,24.629240427647254,1.0
136,376139660.0,312.2315306520404,23.76960310656799,1.0
137,376239660.0,314.16400135516506,18.447497590170453,1.0
138,376339660.0,315.9160521364156,16.958840144445453,1.0
139,376439660.0,317.70623768329006,16.358784520875222,1.0
140,376539660.0,319.1634154176654,15.368671987405685,1.0
141,376639660.0,320.7688841676654,16.977221544313547,1.0
